Rank,Name,Year,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
2349,Call of Duty: Modern Warfare 2,2009,Shooter,0.01,0.79,0,0.09,0.89
2350,Wii Fit U,2013,Sports,0.39,0.24,0.21,0.06,0.89
2351,Kingdoms of Amalur: Reckoning,2012,Role-Playing,0.55,0.25,0.01,0.07,0.89
2352,Call of Duty: Modern Warfare 3,2011,Shooter,0.6,0.21,0,0.08,0.89
2353,MLB 2001,2000,Sports,0.49,0.34,0,0.06,0.89
2354,SingStar Anthems,2006,Misc,0,0.68,0,0.2,0.89
2355,Seiken Densetsu 3,1995,Role-Playing,0,0,0.89,0,0.89
2356,Mega Man 8 Anniversary Collector's Edition,1996,Platform,0.44,0.3,0.09,0.06,0.88
2357,WWE SmackDown vs. Raw 2011,2010,Fighting,0.44,0.36,0,0.08,0.88
2358,Sleeping Dogs,2012,Action,0.38,0.41,0.01,0.08,0.88
2359,Grand Theft Auto IV,2008,Action,0.01,0.79,0,0.08,0.88
2360,Peppa Pig: The Game,2008,Misc,0,0.82,0,0.06,0.88
2361,Michael Jackson: The Experience,2011,Misc,0.62,0.2,0,0.07,0.88
2362,Ghostbusters: The Video Game,2009,Action,0.6,0.21,0,0.08,0.88
2363,Rock Band 3,2010,Misc,0.73,0.1,0,0.06,0.88
2364,Resident Evil: Revelations,2012,Action,0.3,0.22,0.3,0.05,0.88
2365,NBA 2K6,2005,Action,0.43,0.34,0,0.11,0.88
2366,Buzz! The Mega Quiz,2007,Misc,0.32,0.06,0,0.5,0.88
2367,Endless Ocean: Blue World,2009,Simulation,0.47,0.22,0.12,0.07,0.88
2368,Star Wars: Rebel Assault II - The Hidden Empire,1996,Shooter,0.49,0.33,0,0.06,0.88
2369,Just Cause 3,2015,Action,0.42,0.38,0,0.07,0.88
2370,Metal Gear Ac!d,2004,Strategy,0.32,0.26,0.12,0.17,0.88
2371,Cooking Mama: World Kitchen,2008,Simulation,0.51,0.28,0.01,0.08,0.88
2372,Tekken Tag Tournament 2,2012,Fighting,0.28,0.33,0.13,0.14,0.88
2373,ESPN NHL 2K5,2004,Sports,0.43,0.33,0,0.11,0.88
2374,GRID,2008,Racing,0.33,0.44,0.01,0.09,0.88
2375,Phantasy Star Portable 2,2009,Role-Playing,0.08,0.11,0.62,0.06,0.88
2376,Crimson Skies: High Road to Revenge,2003,Simulation,0.65,0.19,0,0.03,0.87
2377,Spec Ops: Ranger Elite,2001,Shooter,0.49,0.33,0,0.06,0.87
2378,Gex,1995,Platform,0.49,0.33,0,0.06,0.87
2379,NBA 2K14,2013,Sports,0.7,0.11,0,0.06,0.87
2380,DiRT,2007,Racing,0.38,0.4,0,0.09,0.87
2381,Derby Stallion II,1994,Sports,0,0,0.87,0,0.87
2382,Gold's Gym: Dance Workout,2010,Sports,0.71,0.11,0,0.06,0.87
2383,Red Faction: Guerrilla,2009,Shooter,0.48,0.29,0.01,0.09,0.87
2384,Tom Clancy's Ghost Recon: Island Thunder,2003,Shooter,0.61,0.24,0,0.03,0.87
2385,Mercenaries 2: World in Flames,2008,Shooter,0.29,0.4,0.02,0.16,0.87
2386,Need for Speed: V-Rally,1997,Racing,0.43,0.29,0.09,0.06,0.87
2387,Kingdom Hearts Re: Chain of Memories,2008,Role-Playing,0.73,0.03,0,0.12,0.87
2388,Pictionary,2010,Puzzle,0.61,0.19,0,0.07,0.87
2389,NCAA Football 13,2012,Action,0.82,0,0,0.06,0.87
2390,Kingdoms of Amalur: Reckoning,2012,Role-Playing,0.37,0.3,0.09,0.11,0.87
2391,NFL GameDay '97,1996,Sports,0.48,0.33,0,0.06,0.87
2392,Beijing 2008,2008,Sports,0.14,0.54,0.01,0.18,0.87
2393,The House of the Dead: Overkill,2009,Shooter,0.46,0.31,0.02,0.09,0.87
2394,Tony Hawk's Project 8,2006,Sports,0.72,0.03,0,0.12,0.87
2395,Injustice: Gods Among Us,2013,Fighting,0.46,0.29,0,0.12,0.87
2396,NHL 2000,1998,Sports,0.48,0.33,0,0.06,0.87
2397,Buzz! Master Quiz,2008,Misc,0.2,0.44,0,0.23,0.87
2398,Brothers in Arms: Hell's Highway,2008,Shooter,0.47,0.31,0,0.09,0.87
2399,Fight Night Round 2,2005,Fighting,0.72,0.03,0,0.12,0.87
2400,Wizards of Waverly Place,2009,Misc,0.59,0.2,0,0.08,0.87
2401,Scooby-Doo! First Frights,2009,Action,0.63,0.17,0,0.07,0.87
2402,Conflict: Desert Storm,2002,Shooter,0.48,0.37,0,0.02,0.87
2403,Triple Play 2002,2002,Sports,0.43,0.33,0,0.11,0.87
2404,Vagrant Story,2000,Role-Playing,0.3,0.2,0.3,0.06,0.87
2405,Lemmings,2006,Puzzle,0.12,0.52,0,0.23,0.87
2406,Warriors Orochi,2007,Action,0.11,0.09,0.64,0.03,0.87
2407,Guitar Hero: Warriors of Rock,2010,Misc,0.47,0.32,0,0.08,0.87
2408,Enduro,1982,Misc,0.81,0.05,0,0.01,0.87
2409,Tales of Xillia 2,2012,Role-Playing,0.2,0.15,0.45,0.07,0.87
2410,SingStar '90s,2007,Misc,0.1,0.59,0,0.18,0.87
2411,Monster Strike 3DS,2015,Action,0,0,0.86,0,0.86
2412,Tomb Raider: Anniversary,2007,Action,0.12,0.63,0,0.11,0.86
2413,Winning Eleven: Pro Evolution Soccer 2007,2006,Sports,0.01,0.72,0.12,0.01,0.86
2414,Darksiders II,2012,Action,0.35,0.37,0.01,0.14,0.86
2415,Ghostbusters: The Video Game,2009,Action,0.34,0.37,0,0.15,0.86
2416,The World Ends With You,2007,Role-Playing,0.54,0.06,0.21,0.05,0.86
2417,The Lord of the Rings: War in the North,2007,Action,0.25,0.45,0.01,0.15,0.86
2418,Rocky,2002,Fighting,0.42,0.33,0,0.11,0.86
2419,Dragon Quest VIII: Journey of the Cursed King,2015,Role-Playing,0,0,0.86,0,0.86
2420,Ford Racing,2001,Racing,0.48,0.33,0,0.06,0.86
2421,Madden Football 64,1997,Sports,0.81,0.04,0,0.01,0.86
2422,MLB 99,1998,Sports,0.48,0.32,0,0.06,0.86
2423,Dragon Ball Z: Burst Limit,2008,Fighting,0.22,0.34,0.18,0.12,0.86
2424,The Lord of the Rings: War in the North,2007,Action,0.52,0.26,0,0.08,0.86
2425,The Legendary Starfy,2008,Platform,0.61,0,0.2,0.05,0.86
2426,2010 FIFA World Cup South Africa,2010,Sports,0.32,0.43,0.02,0.09,0.86
2427,Dynasty Warriors 4: Xtreme Legends,2003,Action,0.17,0.13,0.51,0.04,0.86
2428,Ninja Gaiden Sigma 2,2009,Action,0.52,0.16,0.08,0.1,0.86
2429,Forza Horizon 2,2014,Racing,0.35,0.43,0,0.07,0.85
2430,Skate 2,2009,Sports,0.46,0.26,0.01,0.12,0.85
2431,FIFA Soccer 08,2007,Sports,0.1,0.65,0,0.11,0.85
2432,Army Men: Air Attack,1999,Action,0.47,0.32,0,0.06,0.85
2433,Need for Speed: Nitro,2009,Racing,0.46,0.31,0,0.08,0.85
2434,Madden NFL 09 All-Play,2008,Sports,0.78,0.01,0,0.07,0.85
2435,NBA 2K8,2007,Sports,0.79,0,0,0.07,0.85
2436,Far Cry: Primal,2016,Action,0.46,0.32,0,0.07,0.85
2437,Street Fighter Alpha 2,1996,Fighting,0.14,0.09,0.57,0.06,0.85
2438,Tiger Woods PGA Tour 2005,2004,Sports,0.64,0.18,0,0.03,0.85
2439,Army of Two: The 40th Day,2010,Shooter,0.44,0.27,0.01,0.12,0.85
2440,Blazing Angels: Squadrons of WWII,2007,Simulation,0.74,0.04,0,0.06,0.85
2441,Castlevania III: Dracula's Curse,1989,Platform,0.4,0.07,0.37,0.01,0.85
2442,Harry Potter and the Order of the Phoenix,2007,Action,0.28,0.47,0,0.1,0.85
2443,Rampage World Tour,1997,Action,0.47,0.32,0,0.06,0.85
2444,Burnout Legends,2005,Racing,0.7,0.06,0,0.09,0.85
2445,WWE 2K15,2014,Sports,0.36,0.35,0,0.14,0.85
2446,Overwatch,2016,Shooter,0.52,0.25,0,0.08,0.85
2447,Ratatouille,2007,Action,0.31,0,0,0.53,0.85
2448,NFL GameDay,1995,Sports,0.47,0.32,0,0.06,0.85
2449,Burnout 2: Point of Impact,2002,Racing,0.42,0.32,0,0.11,0.85
2450,Kirby: Planet Robobot,2016,Action,0.26,0.1,0.44,0.04,0.85
2451,Street Fighter EX3,2000,Fighting,0.32,0.25,0.2,0.08,0.85
2452,Karaoke Revolution Glee,2010,Misc,0.52,0.25,0,0.07,0.85
2453,Sniper Elite V2,2012,Shooter,0.46,0.29,0.02,0.07,0.85
2454,Thief (2014),2014,Action,0.28,0.37,0.03,0.16,0.84
2455,Spider-Man 2,2004,Action,0.65,0.17,0,0.02,0.84
2456,Golden Sun: Dark Dawn,2010,Role-Playing,0.56,0.11,0.13,0.05,0.84
2457,Tiger Woods PGA Tour 11,2010,Sports,0.37,0.34,0,0.13,0.84
2458,Devil May Cry HD Collection,2012,Action,0.42,0.21,0.11,0.1,0.84
2459,MLB 16: The Show,2016,Action,0.68,0,0,0.16,0.84
2460,NBA 2K10,2009,Sports,0.75,0.01,0.01,0.07,0.84
2461,Xenoblade Chronicles X,2015,Role-Playing,0.36,0.28,0.14,0.06,0.84
2462,Petz Dogz Fashion,2008,Simulation,0.46,0.3,0,0.09,0.84
2463,The Incredibles,2004,Action,0.65,0.17,0,0.02,0.84
2464,NCAA Football 11,2010,Sports,0.79,0,0,0.06,0.84
2465,Dragon Age II,2011,Action,0.4,0.27,0.05,0.12,0.84
2466,ATV Quad Power Racing 2,2003,Racing,0.41,0.32,0,0.11,0.84
2467,Harvest Moon: Tree of Tranquility,2007,Simulation,0.69,0.03,0.06,0.06,0.84
2468,Final Fantasy,1987,Role-Playing,0.32,0,0.52,0,0.84
2469,Street Fighter X Tekken,2012,Fighting,0.42,0.22,0.1,0.1,0.84
2470,Rocket Power: Team Rocket Rescue,2001,Sports,0.47,0.32,0,0.05,0.84
2471,Duke Nukem Forever,2011,Shooter,0.52,0.25,0,0.07,0.84
2472,Big Mutha Truckers,2002,Racing,0.41,0.32,0,0.11,0.84
2473,Borderlands: The Handsome Collection,2015,Shooter,0.36,0.32,0.03,0.14,0.84
2474,Rogue Galaxy,2005,Role-Playing,0.24,0.16,0.39,0.05,0.84
2475,ESPN College Hoops 2K5,2004,Sports,0.41,0.32,0,0.11,0.84
2476,Metroid: Zero Mission,2004,Adventure,0.6,0.22,0,0.01,0.84
2477,FIFA 15,2014,Sports,0.13,0.48,0.04,0.19,0.84
2478,Time Crisis 4,2007,Shooter,0.32,0.33,0.05,0.14,0.84
2479,Ben 10: Protector of Earth,2007,Action,0.09,0,0,0.74,0.84
2480,Need for Speed Rivals,2013,Racing,0.37,0.38,0.01,0.08,0.84
2481,Q*bert,1999,Puzzle,0.46,0.32,0,0.05,0.84
2482,WWE SmackDown vs. Raw 2009,2008,Fighting,0.44,0.31,0,0.08,0.83
2483,Ace Combat 3: Electrosphere,1999,Simulation,0.22,0.15,0.4,0.05,0.83
2484,Dynasty Warriors 2,2000,Action,0.24,0.19,0.34,0.06,0.83
2485,Battle of Giants: Dinosaurs,2008,Strategy,0.38,0.37,0,0.09,0.83
2486,Madden NFL 07,2007,Sports,0.77,0.03,0,0.04,0.83
2487,Lizzie McGuire 2: Lizzie Diaries,2004,Action,0.6,0.22,0,0.01,0.83
2488,Borderlands 2,2014,Shooter,0.43,0.21,0.01,0.19,0.83
2489,FIFA Soccer World Championship,2000,Sports,0.27,0.21,0.28,0.07,0.83
2490,Brute Force,2003,Shooter,0.62,0.18,0.01,0.03,0.83
2491,Dance Central 3,2012,Misc,0.57,0.2,0,0.06,0.83
2492,Yu-Gi-Oh! Dark Duel Stories,2000,Misc,0,0,0.83,0,0.83
2493,The Game of Life,1998,Misc,0.46,0.31,0,0.05,0.83
2494,Mega Man Legends,1997,Adventure,0.39,0.26,0.12,0.05,0.83
2495,NCAA Football 12,2011,Sports,0.78,0,0,0.05,0.83
2496,Sly 3: Honor Among Thieves,2005,Platform,0.69,0.03,0,0.11,0.83
2497,The Price is Right,2008,Misc,0.77,0,0,0.06,0.83
2498,Sid Meier's Civilization Revolution,2008,Strategy,0.58,0.17,0,0.07,0.83
2499,MLB SlugFest 20-03,2007,Sports,0.41,0.32,0,0.11,0.83
2500,I Spy: Fun House,2007,Puzzle,0.77,0,0,0.06,0.83
2501,The Amazing Spider-Man (Console Version),2012,Action,0.31,0.37,0,0.14,0.83
2502,Dragon Ball: Raging Blast 2,2010,Fighting,0.42,0.2,0.11,0.09,0.83
2503,MediEvil,1998,Platform,0.46,0.31,0,0.05,0.83
2504,Casper,1996,Adventure,0.46,0.31,0,0.05,0.83
2505,Deca Sports 2,2009,Sports,0.33,0.34,0.09,0.07,0.82
2506,James Bond 007: Nightfire,2002,Shooter,0.58,0.22,0,0.03,0.82
2507,Madden NFL 17,2016,Sports,0.72,0.02,0,0.09,0.82
2508,Tony Hawk's Underground 2 Remix,2005,Sports,0.46,0.21,0,0.15,0.82
2509,Tony Hawk's Pro Skater 3,2001,Sports,0.64,0.17,0,0.02,0.82
2510,Marvel: Ultimate Alliance,2006,Role-Playing,0.69,0.03,0,0.11,0.82
2511,Star Wars The Clone Wars: Republic Heroes,2009,Action,0.44,0.3,0,0.08,0.82
2512,DJ Hero 2,2010,Misc,0.64,0.12,0,0.06,0.82
2513,Street Fighter V,2016,Fighting,0.35,0.26,0.08,0.13,0.82
2514,Need for Speed: Hot Pursuit 2,2002,Racing,0.68,0.11,0,0.03,0.82
2515,Clu Clu Land,1984,Puzzle,0.42,0.1,0.28,0.02,0.82
2516,Killer Instinct Gold,1996,Fighting,0.61,0.19,0,0.01,0.82
2517,Amped: Freestyle Snowboarding,2001,Sports,0.69,0.11,0,0.02,0.82
2518,Custer's Revenge,1981,Action,0.76,0.05,0,0.01,0.82
2519,MediEvil: Resurrection,2005,Adventure,0.19,0.41,0,0.22,0.82
2520,DmC: Devil May Cry,2013,Action,0.24,0.28,0.19,0.12,0.82
2521,Tales of the Abyss,2011,Role-Playing,0.42,0.19,0.14,0.06,0.82
2522,Rocket Power: Beach Bandits,2002,Platform,0.4,0.31,0,0.1,0.82
2523,Guitar Hero: Warriors of Rock,2010,Misc,0.33,0.35,0,0.14,0.82
2524,Hasbro Family Game Night 3,2010,Misc,0.47,0.28,0,0.07,0.82
2525,Madden NFL 16,2015,Sports,0.56,0.11,0,0.15,0.82
2526,Stranglehold,2007,Shooter,0.4,0.33,0.01,0.09,0.82
2527,Imagine: Rock Star,2008,Simulation,0.4,0.33,0,0.09,0.82
2528,Shin Megami Tensei: Persona 4,2008,Role-Playing,0.34,0.04,0.36,0.08,0.82
2529,SingStar Vol. 2,2008,Misc,0.29,0.4,0,0.13,0.82
2530,Shaun White Snowboarding,2007,Sports,0.48,0.26,0,0.08,0.82
2531,Madden NFL 25,2013,Sports,0.62,0.13,0,0.07,0.82
2532,Twisted Metal (2012),2012,Action,0.67,0.07,0,0.07,0.82
2533,Dragon Warrior III,2000,Role-Playing,0,0,0.81,0,0.81
2534,Disney's The Little Mermaid: Ariel's Undersea Adventure,2006,Action,0.73,0.03,0,0.06,0.81
2535,Ready 2 Rumble Boxing: Round 2,2000,Fighting,0.4,0.31,0,0.1,0.81
2536,Kamaitachi no Yoru,1994,Adventure,0,0,0.81,0,0.81
2537,Patapon,2007,Misc,0.33,0.25,0.07,0.17,0.81
2538,Tales of Destiny II,2000,Role-Playing,0.06,0.04,0.66,0.05,0.81
2539,Super Bomberman 2,1994,Puzzle,0,0,0.81,0,0.81
2540,NASCAR 2001,2000,Racing,0.45,0.31,0,0.05,0.81
2541,EA Sports Active NFL Training Camp,2010,Sports,0.77,0,0,0.05,0.81
2542,The Legend of Zelda: Four Swords Adventures,2004,Action,0.63,0.16,0,0.02,0.81
2543,Jikkyou Powerful Pro Yakyuu '99 Kaimakuban,1999,Sports,0,0,0.76,0.05,0.81
2544,Guitar Hero Live,2015,Misc,0.32,0.35,0,0.13,0.81
2545,Valkyrie Profile,1999,Role-Playing,0.07,0.05,0.63,0.05,0.81
2546,Final Fantasy Type-0,2011,Role-Playing,0,0,0.81,0,0.81
2547,Pro Evolution Soccer 2010,2009,Sports,0.12,0.58,0.03,0.08,0.81
2548,Army Men: Sarge's Heroes,1999,Action,0.68,0.12,0,0.01,0.81
2549,Mega Man,1987,Platform,0.45,0.08,0.27,0.01,0.81
2550,Tom Clancy's Rainbow Six 3,2004,Shooter,0.4,0.31,0,0.1,0.81
2551,Lego Batman 3: Beyond Gotham,2014,Action,0.33,0.35,0,0.13,0.81
2552,EarthBound,1994,Role-Playing,0,0,0.81,0,0.81
2553,DiRT 2,2009,Racing,0.32,0.4,0,0.09,0.81
2554,Professor Layton vs Phoenix Wright: Ace Attorney,2012,Puzzle,0.2,0.26,0.3,0.04,0.81
2555,The Next Tetris,1998,Puzzle,0.45,0.31,0,0.05,0.81
2556,Dying Light,2015,Action,0.43,0.3,0.01,0.07,0.81
2557,NCAA Football 10,2009,Sports,0.75,0,0,0.06,0.81
2558,Ben 10: Alien Force,2008,Action,0.52,0.21,0,0.07,0.81
2559,World Soccer Jikkyou Winning Eleven 3: World Cup France '98,1998,Sports,0,0,0.75,0.05,0.81
2560,Final Fantasy XI: Wings of the Goddess,2007,Role-Playing,0.35,0.27,0.09,0.09,0.81
2561,The Sims 2,2005,Simulation,0.67,0.03,0,0.11,0.81
2562,Guitar Hero: Metallica,2009,Misc,0.52,0.21,0,0.07,0.81
2563,NCAA Football 14,2013,Sports,0.75,0,0,0.06,0.8
2564,MadWorld,2009,Action,0.46,0.25,0.02,0.07,0.8
2565,Fight Night Champion,2011,Fighting,0.4,0.33,0,0.07,0.8
2566,Who wants to be a millionaire,2000,Misc,0.45,0.3,0,0.05,0.8
2567,Yakuza,2005,Action,0.03,0.02,0.74,0.01,0.8
2568,Star Wars Rogue Squadron III: Rebel Strike,2003,Simulation,0.62,0.16,0,0.02,0.8
2569,ABBA: You Can Dance,2011,Misc,0.19,0.5,0,0.11,0.8
2570,Moto Racer,1997,Racing,0.45,0.3,0,0.05,0.8
2571,Hitman: Contracts,2004,Shooter,0.39,0.31,0,0.1,0.8
2572,The Sims 2: Pets,2006,Simulation,0.19,0.39,0,0.22,0.8
2573,Final Fantasy Anthology,1999,Role-Playing,0.45,0.3,0,0.05,0.8
2574,Aliens: Colonial Marines,2013,Shooter,0.36,0.37,0,0.07,0.8
2575,Pro Evolution Soccer 2010,2009,Sports,0.09,0.33,0.2,0.18,0.8
2576,[Prototype 2],2012,Action,0.48,0.25,0,0.07,0.8
2577,Sonic & SEGA All-Stars Racing with Banjo-Kazooie,2010,Racing,0.37,0.35,0,0.07,0.8
2578,Goldeneye 007: Reloaded,2011,Shooter,0.33,0.35,0,0.13,0.8
2579,NBA 2K16,2015,Sports,0.44,0.19,0.03,0.13,0.8
2580,All Star Cheer Squad,2008,Sports,0.43,0.29,0,0.08,0.8
2581,The Sims 2: Castaway,2007,Simulation,0.08,0.46,0,0.25,0.8
2582,Prince of Persia: Warrior Within,2004,Action,0.48,0.28,0,0.04,0.8
2583,Dragon's Dogma,2012,Role-Playing,0.42,0.24,0.07,0.06,0.8
2584,Darksiders II,2012,Action,0.45,0.28,0,0.07,0.8
2585,Resident Evil: Revelations,2013,Action,0.14,0.32,0.22,0.12,0.8
2586,Rayman Raving Rabbids 2,2007,Misc,0.73,0.01,0,0.06,0.8
2587,Super Robot Taisen α,2000,Strategy,0,0,0.75,0.05,0.8
2588,PES 2009: Pro Evolution Soccer,2007,Sports,0.04,0.33,0.26,0.17,0.8
2589,Need for Speed: Hot Pursuit 2,2002,Racing,0.68,0.09,0,0.02,0.8
2590,Star Wars: The Force Unleashed II,2010,Action,0.54,0.19,0,0.06,0.8
2591,Band Hero,2009,Misc,0.51,0.22,0,0.07,0.8
2592,Mario & Sonic at the Sochi 2014 Olympic Winter Games,2013,Sports,0.39,0.22,0.13,0.06,0.8
2593,Tales of Destiny 2,2002,Role-Playing,0,0,0.8,0,0.8
2594,Capcom's Soccer Shootout,1993,Sports,0,0,0.8,0,0.8
2595,Sniper: Ghost Warrior,2011,Shooter,0.26,0.36,0.04,0.14,0.8
2596,The Godfather II,2009,Action,0.47,0.24,0.01,0.08,0.79
2597,pro evolution soccer 2011,2010,Sports,0.05,0.3,0.29,0.16,0.79
2598,Alien,1981,Action,0.74,0.04,0,0.01,0.79
2599,Dragon Ball Z: Budokai Tenkaichi 2,2006,Fighting,0.66,0.02,0,0.11,0.79
2600,The Walking Dead: Season One,2012,Adventure,0.4,0.25,0.03,0.11,0.79
2601,Rayman Origins,2011,Platform,0.38,0.34,0,0.08,0.79
2602,Guitar Hero: Aerosmith,2008,Misc,0.61,0,0,0.18,0.79
2603,Ridge Racer,1994,Racing,0,0,0.74,0.05,0.79
2604,Final Fantasy Tactics A2: Grimoire of the Rift,2007,Role-Playing,0.42,0.03,0.3,0.04,0.79
2605,Harvest Moon: A Wonderful Life,2003,Role-Playing,0.61,0.16,0,0.02,0.79
2606,Momotarou Dentetsu 7,1997,Simulation,0,0,0.74,0.05,0.79
2607,Invizimals,2009,Strategy,0.17,0.51,0,0.11,0.79
2608,Motocross Mania,2001,Racing,0.44,0.3,0,0.05,0.79
2609,Tiger Woods PGA Tour 10,2009,Sports,0.42,0.25,0,0.12,0.79
2610,Star Wars The Clone Wars: Jedi Alliance,2008,Action,0.62,0.11,0,0.07,0.79
2611,WCW Mayhem,1999,Fighting,0.63,0.15,0,0.01,0.79
2612,Mega Man 5,1992,Platform,0.39,0.07,0.32,0.01,0.79
2613,Star Ocean: The Last Hope,2009,Role-Playing,0.32,0.2,0.21,0.06,0.79
2614,Dance Dance Revolution SuperNOVA 2,2007,Simulation,0.64,0.03,0.02,0.1,0.79
2615,Armored Core 2,2000,Simulation,0.28,0.22,0.23,0.07,0.79
2616,Dragon Quest Monsters 2,2014,Role-Playing,0,0,0.79,0,0.79
2617,Ghost Squad,2007,Shooter,0.42,0.21,0.08,0.07,0.79
2618,Dead Island: Riptide,2013,Action,0.44,0.27,0.01,0.07,0.79
2619,Drawn to Life,2007,Action,0.71,0.02,0,0.06,0.79
2620,Major League Baseball Featuring Ken Griffey Jr,1998,Sports,0.75,0.03,0,0.01,0.79
2621,FIFA 12,2011,Sports,0.16,0.52,0,0.11,0.79
2622,Too Human,2008,Role-Playing,0.38,0.3,0.03,0.08,0.79
2623,Sid Meier's Civilization Revolution,2008,Strategy,0.49,0.19,0.01,0.1,0.79
2624,NCAA Football 08,2007,Sports,0.65,0.03,0,0.11,0.79
2625,FIFA Soccer 2004,2003,Sports,0.24,0.49,0,0.05,0.79
2626,Personal Trainer: Walking,2008,Sports,0.22,0.32,0.17,0.07,0.79
2627,Naruto Shippuden: Ultimate Ninja Storm 2,2010,Fighting,0.43,0.27,0.01,0.07,0.79
2628,PokePark 2: Wonders Beyond,2011,Action,0.27,0.2,0.27,0.05,0.79
2629,Professor Layton and the Azran Legacy,2013,Puzzle,0,0.48,0.25,0.06,0.78
2630,Tom Clancy's Splinter Cell: Double Agent,2006,Action,0.67,0.05,0.01,0.06,0.78
2631,Yars' Revenge,1982,Shooter,0.73,0.04,0,0.01,0.78
2632,Lips,2008,Misc,0.12,0.56,0,0.1,0.78
2633,Secret Agent Barbie: Royal Jewels Mission,2002,Platform,0.56,0.21,0,0.01,0.78
2634,Metroid Prime Hunters,2006,Shooter,0.58,0.04,0.11,0.06,0.78
2635,The 7th Guest,1992,Adventure,0.01,0.77,0,0,0.78
2636,Doom,1994,Shooter,0.43,0.3,0,0.05,0.78
2637,Buzz! The Hollywood Quiz,2007,Misc,0.17,0,0,0.61,0.78
2638,Puzzler World,2009,Puzzle,0.41,0.3,0,0.07,0.78
2639,My Little Pony: Pinkie Pie's Party,2008,Adventure,0.72,0,0,0.06,0.78
2640,We Sing,2009,Misc,0,0.69,0,0.09,0.78
2641,Marvel vs. Capcom: Clash of Super Heroes,1999,Fighting,0.43,0.3,0,0.05,0.78
2642,God of War Saga,2012,Action,0.72,0,0,0.06,0.78
2643,Battle Stations,1997,Strategy,0.43,0.29,0,0.05,0.78
2644,Tetris Party Deluxe,2010,Puzzle,0.29,0.3,0.12,0.07,0.78
2645,Pro Evolution Soccer 2016,2015,Sports,0.13,0.42,0.13,0.1,0.78
2646,Worms: Open Warfare,2006,Strategy,0.11,0.43,0,0.24,0.78
2647,Star Wars Battlefront: Elite Squadron,2009,Shooter,0.38,0.24,0,0.16,0.78
2648,UFC Personal Trainer: The Ultimate Fitness System,2011,Sports,0.53,0.19,0,0.06,0.78
2649,Resident Evil: Operation Raccoon City,2012,Action,0.55,0.15,0.03,0.06,0.78
2650,NBA 2K7,2006,Sports,0.65,0.02,0,0.11,0.78
2651,Need for Speed: ProStreet,2008,Racing,0.24,0.33,0.01,0.2,0.78
2652,Toy Story 3: The Video Game,2010,Action,0.41,0.29,0,0.07,0.78
2653,Torneko no Daibouken: Fushigi no Dungeon,1993,Role-Playing,0,0,0.78,0,0.78
2654,Jr. Pac-Man,1983,Puzzle,0.72,0.05,0,0.01,0.78
2655,James Bond 007: Nightfire,2002,Shooter,0.6,0.16,0,0.02,0.78
2656,Banjo-Kazooie: Nuts & Bolts,2008,Platform,0.32,0.36,0,0.09,0.78
2657,NBA ShootOut 98,1998,Sports,0.43,0.29,0,0.05,0.78
2658,Avatar: The Game,2009,Action,0.34,0.35,0,0.08,0.78
2659,Harry Potter and the Half-Blood Prince,2009,Action,0.28,0.4,0,0.09,0.77
2660,DJ Hero,2009,Misc,0.47,0.23,0,0.07,0.77
2661,Perfect Dark Zero,2005,Shooter,0.66,0.02,0.03,0.06,0.77
2662,Galaxian,1982,Shooter,0.72,0.05,0,0.01,0.77
2663,Andretti Racing,1996,Racing,0.43,0.29,0,0.05,0.77
2664,Caesars Palace 2000: Millennium Gold Edition,2000,Misc,0.43,0.29,0,0.05,0.77
2665,Madden NFL 25,2013,Sports,0.67,0.05,0,0.05,0.77
2666,Air Raid,1981,Action,0.72,0.04,0,0.01,0.77
2667,Need For Speed: Undercover,2008,Racing,0.23,0.32,0.03,0.19,0.77
2668,Duke Nukem Forever,2011,Shooter,0.33,0.31,0,0.12,0.77
2669,Freedom Wars,2014,Role-Playing,0.22,0.14,0.32,0.1,0.77
2670,Marvel Nemesis: Rise of the Imperfects,2005,Fighting,0.64,0.02,0,0.1,0.77
2671,Boxing,1980,Fighting,0.72,0.04,0,0.01,0.77
2672,Need for Speed: Porsche Unleashed,1999,Racing,0.43,0.29,0,0.05,0.77
2673,Dragon Ball: Raging Blast,2009,Fighting,0.37,0.19,0.11,0.1,0.77
2674,Crystal Castles,1983,Action,0.72,0.04,0,0.01,0.77
2675,Conker's Bad Fur Day,2001,Platform,0.53,0.22,0,0.02,0.77
2676,Dragon Warrior I&II,1999,Role-Playing,0,0,0.77,0,0.77
2677,Star Wars Episode II: Attack of the Clones,2002,Action,0.55,0.2,0,0.01,0.77
2678,My Baby Girl,2008,Simulation,0.61,0.1,0,0.06,0.77
2679,LEGO Batman 2: DC Super Heroes,2012,Action,0.43,0.27,0,0.06,0.77
2680,Twisted Metal: Head On,2005,Action,0.71,0,0,0.06,0.77
2681,Conflict: Desert Storm II - Back to Bagdhad,2003,Shooter,0.38,0.29,0,0.1,0.77
2682,Maximo: Ghosts to Glory,2001,Platform,0.38,0.29,0,0.1,0.77
2683,Pokemon Dash,2004,Racing,0.21,0.14,0.38,0.04,0.77
2684,Donkey Kong Country 3,2005,Platform,0.45,0.17,0.14,0.01,0.77
2685,All-Star Baseball 2003,2002,Sports,0.38,0.29,0,0.1,0.77
2686,Unlimited Saga,2002,Role-Playing,0.1,0.08,0.56,0.03,0.77
